ID,State,City,Lat,Long
6621,Illinois,Groveland,40.5925,-89.534444
6622,Illinois,Gurnee,42.366906,-87.945232
6623,Illinois,Hagarstown,38.943333,-89.168333
6624,Illinois,Hamburg,39.223488,-90.699546
6625,Illinois,Hamel,38.878433,-89.872678
6626,Illinois,Hamilton,40.439213,-91.344042
6627,Illinois,Hammond,39.79465,-88.579305
6628,Illinois,Hampshire,42.080748,-88.517033
6629,Illinois,Hampton,41.541805,-90.323037
6630,Illinois,Hanna City,40.679776,-89.795242
6631,Illinois,Hanover,42.259405,-90.289707
6632,Illinois,Hanover Park,41.794444,-87.808333
6633,Illinois,Hardin,39.154652,-90.624002
6634,Illinois,Harmon,41.697296,-89.569513
6635,Illinois,Harrisburg,37.725661,-88.54404
6636,Illinois,Harristown,39.853889,-89.083889
6637,Illinois,Hartford,38.829852,-90.074533
6638,Illinois,Hartsburg,40.245073,-89.451944
6639,Illinois,Harvard,42.422727,-88.604812
6640,Illinois,Harvel,39.371865,-89.53804
6641,Illinois,Harvey,41.608536,-87.661115
6642,Illinois,Harwood Heights,41.9647,-87.8187
6643,Illinois,Havana,40.295995,-90.04952
6644,Illinois,Hazel Crest,41.573803,-87.684885
6645,Illinois,Hebron,42.464173,-88.417583
6646,Illinois,Hecker,38.281039,-89.983115
6647,Illinois,Henderson,41.025,-90.356111
6648,Illinois,Hennepin,41.235154,-89.321791
6649,Illinois,Henning,40.305,-87.700833
6650,Illinois,Henry,41.111543,-89.374328
6651,Illinois,Herod,37.469731,-88.458062
6652,Illinois,Herrick,39.224481,-88.981211
6653,Illinois,Herrin,37.801884,-89.02316
6654,Illinois,Herscher,41.046441,-88.085801
6655,Illinois,Hettick,39.375217,-90.067161
6656,Illinois,Heyworth,40.3307,-88.977608
6657,Illinois,Hickory Hills,41.726228,-87.828893
6658,Illinois,Hidalgo,39.122808,-88.139706
6659,Illinois,Highland,38.763086,-89.678894
6660,Illinois,Highland Park,42.179446,-87.805894
6661,Illinois,Highwood,42.203549,-87.814068
6662,Illinois,Hillsboro,39.149412,-89.488146
6663,Illinois,Hillsdale,41.592896,-90.226255
6664,Illinois,Hillside,41.872452,-87.901591
6665,Illinois,Hillview,39.467373,-90.512837
6666,Illinois,Hinckley,41.769108,-88.644831
6667,Illinois,Hindsboro,39.701799,-88.148611
6668,Illinois,Hines,41.862262,-87.835542
6669,Illinois,Hinsdale,41.7891,-87.940089
6670,Illinois,Hoffman,38.541389,-89.263611
6671,Illinois,Hoffman Estates,42.048052,-88.104696
6672,Illinois,Holcomb,42.064722,-89.095556
6673,Illinois,Homer,40.034619,-87.962742
6674,Illinois,Homer Glen,41.6,-87.938056
6675,Illinois,Hometown,41.73113,-87.731536
6676,Illinois,Homewood,41.555579,-87.661578
6677,Illinois,Hoopeston,40.463873,-87.666229
6678,Illinois,Hooppole,41.522222,-89.909722
6679,Illinois,Hopedale,40.427318,-89.421398
6680,Illinois,Hopkins Park,41.063333,-87.625
6681,Illinois,Hoyleton,38.445468,-89.306854
6682,Illinois,Hudson,40.620485,-88.975931
6683,Illinois,Huey,38.604444,-89.291111
6684,Illinois,Hull,39.718562,-91.233844
6685,Illinois,Humboldt,39.60118,-88.314089
6686,Illinois,Hume,39.800882,-87.874659
6687,Illinois,Huntley,42.175555,-88.426848
6688,Illinois,Huntsville,40.154396,-90.853136
6689,Illinois,Hurst,37.833056,-89.142778
6690,Illinois,Hutsonville,39.106357,-87.669455
6691,Illinois,Illinois City,41.389236,-90.892507
6692,Illinois,Illiopolis,39.849929,-89.251319
6693,Illinois,Ina,38.152743,-88.889362
6694,Illinois,Indianola,39.926819,-87.73882
6695,Illinois,Industry,40.3256,-90.610524
6696,Illinois,Ingleside,42.363093,-88.158749
6697,Illinois,Ingraham,38.828446,-88.320374
6698,Illinois,Ipava,40.359375,-90.296744
6699,Illinois,Iroquois,40.8275,-87.581944
6700,Illinois,Irving,39.208903,-89.41043
6701,Illinois,Irvington,38.439167,-89.162778
6702,Illinois,Island Lake,42.274186,-88.19263
6703,Illinois,Itasca,41.971967,-88.020247
6704,Illinois,Iuka,38.613563,-88.768925
6705,Illinois,Ivesdale,39.950233,-88.445095
6706,Illinois,Jacksonville,39.729269,-90.236238
6707,Illinois,Jacob,37.743738,-89.544359
6708,Illinois,Janesville,39.374167,-88.243611
6709,Illinois,Jerseyville,39.121324,-90.333757
6710,Illinois,Jewett,39.207596,-88.24744
6711,Illinois,Johnsonville,38.525628,-88.588701
6712,Illinois,Johnston City,37.824477,-88.920858
6713,Illinois,Joliet,41.527154,-88.08241
6714,Illinois,Jonesboro,37.446082,-89.291494
6715,Illinois,Joppa,37.247192,-88.84819
6716,Illinois,Joy,41.226198,-90.851757
6717,Illinois,Junction,37.695206,-88.249071
6718,Illinois,Justice,41.744709,-87.834587
6719,Illinois,Kampsville,39.306388,-90.626934
6720,Illinois,Kane,39.203688,-90.37188
6721,Illinois,Kaneville,41.835278,-88.521944
6722,Illinois,Kankakee,41.116582,-87.869607
6723,Illinois,Kansas,39.552533,-87.935238
6724,Illinois,Karbers Ridge,37.463071,-88.367893
6725,Illinois,Karnak,37.291066,-88.973943
6726,Illinois,Kasbeer,41.505,-89.463333
6727,Illinois,Keenes,38.369146,-88.648058
6728,Illinois,Keensburg,38.350556,-87.868611
6729,Illinois,Keithsburg,41.104333,-90.926337
6730,Illinois,Kell,38.513256,-88.841107
6731,Illinois,Kempton,40.912604,-88.209013
6732,Illinois,Kenilworth,42.088444,-87.716463
6733,Illinois,Kenney,40.10247,-89.078925
6734,Illinois,Kent,42.315528,-89.919489
6735,Illinois,Kewanee,41.241116,-89.92739
6736,Illinois,Keyesport,38.738773,-89.306323
6737,Illinois,Kilbourne,40.158696,-90.004279
6738,Illinois,Kincaid,39.588611,-89.414444
6739,Illinois,Kinderhook,39.695313,-91.163728
6740,Illinois,Kingston,42.105654,-88.769496
6741,Illinois,Kingston Mines,40.49028,-89.806791
6742,Illinois,Kinmundy,38.755857,-88.812999
6743,Illinois,Kinsman,41.161825,-88.480477
6744,Illinois,Kirkland,42.101406,-88.868522
6745,Illinois,Kirkwood,40.863849,-90.745659
6746,Illinois,Knoxville,40.910672,-90.287116
6747,Illinois,La Fayette,41.109535,-89.957466
6748,Illinois,La Grange,41.801345,-87.875252
6749,Illinois,La Grange Park,41.834722,-87.861667
6750,Illinois,La Harpe,40.584586,-90.968746
6751,Illinois,La Moille,41.537557,-89.297024
6752,Illinois,La Place,39.806111,-88.708056
6753,Illinois,La Prairie,40.157191,-90.984387
6754,Illinois,La Rose,40.982222,-89.235278
6755,Illinois,La Salle,41.344221,-89.095468
6756,Illinois,Lacon,41.021587,-89.400842
6757,Illinois,Ladd,41.3825,-89.218889
6758,Illinois,Lafox,41.886389,-88.408889
6759,Illinois,Lake Bluff,42.28196,-87.85595
6760,Illinois,Lake Forest,42.237398,-87.848154
6761,Illinois,Lake Fork,39.970556,-89.35
6762,Illinois,Lake In The Hills,42.181667,-88.330278
6763,Illinois,Lake Villa,42.414796,-88.063318
6764,Illinois,Lake Zurich,42.196721,-88.070299
6765,Illinois,Lakewood,39.313358,-88.871474
6766,Illinois,Lanark,42.093534,-89.824732
6767,Illinois,Lancaster,38.537438,-87.871216
6768,Illinois,Lane,40.1225,-88.855556
6769,Illinois,Lansing,41.566045,-87.544634
6770,Illinois,Latham,39.97111,-89.172492
6771,Illinois,Laura,40.933468,-89.934908
6772,Illinois,Lawndale,40.218056,-89.2825
6773,Illinois,Lawrenceville,38.730862,-87.678397
6774,Illinois,Le Roy,40.346781,-88.759813
6775,Illinois,Leaf River,42.140975,-89.401024
6776,Illinois,Lebanon,38.60528,-89.799213
6777,Illinois,Lee,41.786418,-88.971386
6778,Illinois,Lee Center,41.7475,-89.278611
6779,Illinois,Leland,41.606591,-88.771574
6780,Illinois,Lemont,41.695076,-88.023558
6781,Illinois,Lena,42.379054,-89.825251
6782,Illinois,Lenzburg,38.295003,-89.792202
6783,Illinois,Leonore,41.166368,-88.996936
6784,Illinois,Lerna,39.39579,-88.253026
6785,Illinois,Lewistown,40.383046,-90.156287
6786,Illinois,Lexington,40.635685,-88.806203
6787,Illinois,Liberty,39.889176,-91.08688
6788,Illinois,Libertyville,42.281001,-87.949955
6789,Illinois,Lima,40.170098,-91.386756
6790,Illinois,Lincoln,40.14508,-89.368376
6791,Illinois,Lincolns New Salem,40.044444,-89.854167
6792,Illinois,Lincolnshire,42.192872,-87.904823
6793,Illinois,Lincolnwood,42.004444,-87.73
6794,Illinois,Lindenwood,42.050741,-89.033979
6795,Illinois,Lisle,41.786174,-88.0879
6796,Illinois,Litchfield,39.179345,-89.649915
6797,Illinois,Literberry,39.854167,-90.199444
6798,Illinois,Little York,41.01529,-90.736434
6799,Illinois,Littleton,40.233929,-90.619008
6800,Illinois,Liverpool,40.411574,-90.038972
6801,Illinois,Livingston,38.9675,-89.763889
6802,Illinois,Loami,39.670394,-89.858823
6803,Illinois,Lockport,41.613481,-88.025581
6804,Illinois,Loda,40.524097,-88.092675
6805,Illinois,Logan,37.956944,-88.840278
6806,Illinois,Lomax,40.676143,-91.039096
6807,Illinois,Lombard,41.872139,-88.015988
6808,Illinois,London Mills,40.694954,-90.261594
6809,Illinois,Long Grove,42.178333,-87.997778
6810,Illinois,Long Point,40.989553,-88.881106
6811,Illinois,Longview,39.901241,-88.075282
6812,Illinois,Loogootee,38.904722,-88.853611
6813,Illinois,Loraine,40.153197,-91.21301
6814,Illinois,Lostant,41.145007,-89.075031
6815,Illinois,Louisville,38.811856,-88.510046
6816,Illinois,Lovejoy,38.656944,-90.166111
6817,Illinois,Loves Park,42.32952,-89.033521
6818,Illinois,Lovington,39.719192,-88.641675
6819,Illinois,Lowder,39.550833,-89.845833
6820,Illinois,Lowpoint,40.871082,-89.370399
6821,Illinois,Ludlow,40.374736,-88.137965
6822,Illinois,Lyndon,41.719933,-89.916865
6823,Illinois,Lynn Center,41.288761,-90.330444
6824,Illinois,Lyons,41.813016,-87.823559
6825,Illinois,Macedonia,38.013023,-88.696077
6826,Illinois,Machesney Park,42.347222,-89.038889
6827,Illinois,Mackinaw,40.539643,-89.345795
6828,Illinois,Macomb,40.461674,-90.678674
6829,Illinois,Macon,39.704093,-88.988026
6830,Illinois,Madison,38.68109,-90.156585
6831,Illinois,Maeystown,38.24112,-90.20178
6832,Illinois,Magnolia,41.116374,-89.22701
6833,Illinois,Mahomet,40.196437,-88.39283
6834,Illinois,Makanda,37.656396,-89.214232
6835,Illinois,Malden,41.437743,-89.36761
6836,Illinois,Malta,41.918332,-88.868818
6837,Illinois,Manchester,39.542222,-90.332222
6838,Illinois,Manhattan,41.428883,-87.977133
6839,Illinois,Manito,40.415991,-89.789791
6840,Illinois,Manlius,41.456389,-89.668889
6841,Illinois,Mansfield,40.214697,-88.517895
6842,Illinois,Manteno,41.251439,-87.846761
6843,Illinois,Maple Park,41.923217,-88.59985
6844,Illinois,Mapleton,40.611699,-89.718429
6845,Illinois,Maquon,40.784863,-90.200841
6846,Illinois,Marengo,42.244189,-88.607369
6847,Illinois,Marietta,40.497775,-90.38846
6848,Illinois,Marine,38.785458,-89.821376
6849,Illinois,Marion,37.725662,-88.929447
6850,Illinois,Marissa,38.245455,-89.750119
6851,Illinois,Mark,41.264444,-89.25
6852,Illinois,Markham,41.593611,-87.694722
6853,Illinois,Maroa,40.034159,-88.957769
6854,Illinois,Marseilles,41.330201,-88.694678
6855,Illinois,Marshall,39.421999,-87.692261
6856,Illinois,Martinsville,39.317443,-87.870737
6857,Illinois,Martinton,40.905233,-87.744257
6858,Illinois,Maryville,38.723611,-89.955833
6859,Illinois,Mascoutah,38.490278,-89.793056
6860,Illinois,Mason,38.964453,-88.623396
6861,Illinois,Mason City,40.199938,-89.699256
6862,Illinois,Matherville,41.269075,-90.602343
6863,Illinois,Matteson,41.510183,-87.740648
6864,Illinois,Mattoon,39.480184,-88.376152
6865,Illinois,Maunie,38.035556,-88.045556
6866,Illinois,Maywood,41.874857,-87.847675
6867,Illinois,Mazon,41.297189,-88.409561
6868,Illinois,Mc Clure,37.301983,-89.453119
6869,Illinois,Mc Connell,42.439511,-89.741545
6870,Illinois,Mc Lean,40.328159,-89.164483
6871,Illinois,Mc Leansboro,38.093861,-88.528556
6872,Illinois,Mc Nabb,41.173026,-89.218664
6873,Illinois,Mchenry,42.3334,-88.2668
6874,Illinois,Mchenry,42.345527,-88.254429
6875,Illinois,Mechanicsburg,39.77771,-89.417692
6876,Illinois,Media,40.761775,-90.85696
6877,Illinois,Medinah,41.970545,-88.057507
6878,Illinois,Medora,39.198593,-90.154225
6879,Illinois,Melrose Park,41.900347,-87.858066
6880,Illinois,Melvin,40.571379,-88.255078
6881,Illinois,Menard,37.91,-89.839722
6882,Illinois,Mendon,40.085658,-91.289923
6883,Illinois,Mendota,41.544308,-89.10828
6884,Illinois,Meredosia,39.797631,-90.549542
6885,Illinois,Merna,40.516667,-88.825833
6886,Illinois,Metamora,40.784428,-89.430876
6887,Illinois,Metcalf,39.800847,-87.795524
6888,Illinois,Metropolis,37.175348,-88.725179
6889,Illinois,Michael,39.21821,-90.633498
6890,Illinois,Middletown,40.096668,-89.58182
6891,Illinois,Midlothian,41.634106,-87.732418
6892,Illinois,Milan,41.426197,-90.573935
6893,Illinois,Milford,40.629253,-87.685332
6894,Illinois,Mill Shoals,38.244675,-88.333817
6895,Illinois,Millbrook,41.598333,-88.552778
6896,Illinois,Millcreek,37.353127,-89.269889
6897,Illinois,Milledgeville,41.96737,-89.780121
6898,Illinois,Miller City,37.103359,-89.349443
6899,Illinois,Millington,41.5625,-88.598333
6900,Illinois,Millstadt,38.444264,-90.088818
6901,Illinois,Milmine,39.900702,-88.648696
6902,Illinois,Milton,39.550811,-90.644346
6903,Illinois,Mineral,41.403556,-89.820087
6904,Illinois,Minier,40.435889,-89.316484
6905,Illinois,Minonk,40.898501,-89.034863
6906,Illinois,Minooka,41.461516,-88.278596
6907,Illinois,Mode,39.188056,-88.786667
6908,Illinois,Modesto,39.475965,-89.979386
6909,Illinois,Modoc,38.050683,-90.016261
6910,Illinois,Mokena,41.53421,-87.891121
6911,Illinois,Moline,41.490609,-90.497968
6912,Illinois,Momence,41.159308,-87.657515
6913,Illinois,Monee,41.419133,-87.77484
6914,Illinois,Monmouth,40.910702,-90.644828
6915,Illinois,Monroe Center,42.10501,-89.016946
6916,Illinois,Montgomery,41.717742,-88.331965
6917,Illinois,Monticello,40.02632,-88.568555
6918,Illinois,Montrose,39.157274,-88.33497
6919,Illinois,Mooseheart,41.824148,-88.331532
6920,Illinois,Moro,38.931769,-89.961771
6921,Illinois,Morris,41.367233,-88.417769
6922,Illinois,Morrison,41.816664,-89.968995
6923,Illinois,Morrisonville,39.415336,-89.45407
6924,Illinois,Morton,40.614771,-89.460445
6925,Illinois,Morton Grove,42.043133,-87.789879
6926,Illinois,Mossville,40.815556,-89.567778
6927,Illinois,Mound City,37.086474,-89.163687
6928,Illinois,Mounds,37.11883,-89.200064
6929,Illinois,Mount Auburn,39.762845,-89.235672
6930,Illinois,Mount Carmel,38.414727,-87.791107
6931,Illinois,Mount Carroll,42.105308,-89.984454
6932,Illinois,Mount Erie,38.522151,-88.218521
6933,Illinois,Mount Morris,42.047903,-89.434614
6934,Illinois,Mount Olive,39.070504,-89.744842
6935,Illinois,Mount Prospect,42.062392,-87.937667
6936,Illinois,Mount Pulaski,40.004482,-89.293482
6937,Illinois,Mount Sterling,39.980279,-90.741424
6938,Illinois,Mount Vernon,38.317014,-88.910525
6939,Illinois,Moweaqua,39.616135,-89.012776
6940,Illinois,Mozier,39.287719,-90.714978
6941,Illinois,Mt Zion,39.778883,-88.870207
6942,Illinois,Muddy,37.765,-88.516667
6943,Illinois,Mulberry Grove,38.931082,-89.246297
6944,Illinois,Mulkeytown,37.968712,-89.1159
6945,Illinois,Muncie,40.115556,-87.844722
6946,Illinois,Mundelein,42.263616,-88.004762
6947,Illinois,Murdock,39.800833,-88.078333
6948,Illinois,Murphysboro,37.765464,-89.331749
6949,Illinois,Murrayville,39.572952,-90.231189
6950,Illinois,Nachusa,41.831389,-89.389722
6951,Illinois,Naperville,41.766198,-88.141038
6952,Illinois,Naperville,41.704022,-88.195248
6953,Illinois,Nashville,38.335208,-89.384058
6954,Illinois,Nason,38.173872,-88.968839
6955,Illinois,National Stock Yards,38.657222,-90.1625
6956,Illinois,Nauvoo,40.55,-91.384722
6957,Illinois,Nebo,39.420181,-90.7692
6958,Illinois,Neoga,39.322024,-88.450288
6959,Illinois,Neponset,41.290457,-89.794382
6960,Illinois,New Athens,38.315998,-89.872777
6961,Illinois,New Baden,38.531485,-89.692232
6962,Illinois,New Bedford,41.540883,-89.778558
6963,Illinois,New Berlin,39.736048,-89.905721
6964,Illinois,New Boston,41.215259,-90.98786
6965,Illinois,New Burnside,37.580608,-88.771253
6966,Illinois,New Canton,39.634242,-91.088556
6967,Illinois,New Douglas,38.967633,-89.739235
6968,Illinois,New Haven,37.899907,-88.128458
6969,Illinois,New Holland,40.168226,-89.56044
6970,Illinois,New Lenox,41.506701,-87.963083
6971,Illinois,New Memphis,38.458056,-89.676667
6972,Illinois,New Salem,39.699573,-90.843986
6973,Illinois,New Windsor,41.198734,-90.459842
6974,Illinois,Newark,41.526679,-88.527006
6975,Illinois,Newman,39.784788,-88.000055
6976,Illinois,Newton,38.984678,-88.170386
6977,Illinois,Niantic,39.858175,-89.170071
6978,Illinois,Niles,42.018889,-87.802778
6979,Illinois,Nilwood,39.387199,-89.778411
6980,Illinois,Niota,40.597753,-91.299136
6981,Illinois,Noble,38.711851,-88.219038
6982,Illinois,Nokomis,39.303642,-89.285297
6983,Illinois,Nora,42.455833,-89.945278
6984,Illinois,Normal,40.512446,-88.988287
6985,Illinois,Norris,40.625833,-90.031944
6986,Illinois,Norris City,37.9773,-88.32434
6987,Illinois,North Aurora,41.808932,-88.327424
6988,Illinois,North Chicago,42.318901,-87.847819
6989,Illinois,North Henderson,41.100607,-90.473571
6990,Illinois,Northbrook,42.125443,-87.846535
6991,Illinois,O Fallon,38.59052,-89.9093
6992,Illinois,Oak Brook,41.8392,-87.9554
6993,Illinois,Oak Forest,41.607684,-87.754219
6994,Illinois,Oak Lawn,41.714305,-87.751564
6995,Illinois,Oak Park,41.888601,-87.798598
6996,Illinois,Oakdale,38.257285,-89.596046
6997,Illinois,Oakford,40.099445,-89.960135
6998,Illinois,Oakland,39.651618,-88.025325
6999,Illinois,Oakwood,40.116656,-87.7825
7000,Illinois,Oblong,39.001043,-87.895016
7001,Illinois,Oconee,39.288408,-89.083636
7002,Illinois,Odell,41.023773,-88.515641
7003,Illinois,Odin,38.608786,-89.055228
7004,Illinois,Ogden,40.140117,-87.966499
7005,Illinois,Oglesby,41.292768,-89.055341
7006,Illinois,Ohio,41.537149,-89.457411
7007,Illinois,Ohlman,39.345,-89.218611
7008,Illinois,Okawville,38.431862,-89.523045
7009,Illinois,Olive Branch,37.168611,-89.351667
7010,Illinois,Olmsted,37.193507,-89.093266
7011,Illinois,Olney,38.733389,-88.080936
7012,Illinois,Olympia Fields,41.51564,-87.689952
7013,Illinois,Omaha,37.890423,-88.286484
7014,Illinois,Onarga,40.712005,-87.995841
7015,Illinois,Oneida,41.083236,-90.239093
7016,Illinois,Opdyke,38.274955,-88.774955
7017,Illinois,Ophiem,41.2525,-90.3875
7018,Illinois,Oquawka,40.944174,-90.930199
7019,Illinois,Orangeville,42.472779,-89.644757
7020,Illinois,Oraville,37.865,-89.383333
7021,Illinois,Oreana,39.935135,-88.854675
7022,Illinois,Oregon,42.009512,-89.344364
7023,Illinois,Orient,37.918333,-88.9775
7024,Illinois,Orion,41.363367,-90.384929
7025,Illinois,Orland Park,41.619378,-87.84225
7026,Illinois,Osco,41.363674,-90.268093
7027,Illinois,Oswego,41.684893,-88.345305
7028,Illinois,Ottawa,41.352619,-88.841589
7029,Illinois,Owaneco,39.477508,-89.195071
7030,Illinois,Ozark,37.536704,-88.768778
7031,Illinois,Palatine,42.1258,-88.0764
7032,Illinois,Palestine,39.002823,-87.615695
7033,Illinois,Palmer,39.470817,-89.425555
7034,Illinois,Palmyra,39.41654,-89.956736
7035,Illinois,Paloma,40.036616,-91.205287
7036,Illinois,Palos Heights,41.662146,-87.792697
7037,Illinois,Palos Hills,41.700389,-87.826276
7038,Illinois,Palos Park,41.662352,-87.852146
7039,Illinois,Pana,39.388124,-89.078165
7040,Illinois,Panama,39.030278,-89.523333
7041,Illinois,Papineau,40.969167,-87.716389
7042,Illinois,Paris,39.613219,-87.697631
7043,Illinois,Park Forest,41.474064,-87.682867
7044,Illinois,Park Ridge,42.012171,-87.841675
7045,Illinois,Parkersburg,38.589998,-88.064722
7046,Illinois,Patoka,38.754852,-89.094188
7047,Illinois,Patterson,39.480556,-90.482778
7048,Illinois,Paw Paw,41.685228,-88.967377
7049,Illinois,Pawnee,39.590966,-89.578955
7050,Illinois,Paxton,40.456546,-88.098989
7051,Illinois,Payson,39.815253,-91.262676
7052,Illinois,Pearl,39.444072,-90.637954
7053,Illinois,Pearl City,42.260972,-89.839329
7054,Illinois,Pecatonica,42.305111,-89.347225
7055,Illinois,Pekin,40.567435,-89.624332
7056,Illinois,Penfield,40.310137,-87.95702
7057,Illinois,Peoria,40.6854,-89.5953
7058,Illinois,Peoria Heights,40.7437,-89.5757
7059,Illinois,Peotone,41.33609,-87.78968
7060,Illinois,Percy,38.01261,-89.616961
7061,Illinois,Perks,37.309722,-89.080833
7062,Illinois,Perry,39.787042,-90.746105
7063,Illinois,Peru,41.333021,-89.126478
7064,Illinois,Pesotum,39.9151,-88.274331
7065,Illinois,Petersburg,40.011529,-89.847874
7066,Illinois,Philo,40.005156,-88.159506
7067,Illinois,Piasa,39.151697,-90.131147
7068,Illinois,Pierron,38.776389,-89.520278
7069,Illinois,Pinckneyville,38.090327,-89.38578
7070,Illinois,Piper City,40.755615,-88.187347
7071,Illinois,Pittsburg,37.78387,-88.870393
7072,Illinois,Pittsfield,39.601306,-90.807269
7073,Illinois,Plainfield,41.600884,-88.199391
7074,Illinois,Plainville,39.800448,-91.143598
7075,Illinois,Plano,41.666987,-88.53838
7076,Illinois,Plato Center,42.026667,-88.43
7077,Illinois,Pleasant Hill,39.446697,-90.877011
7078,Illinois,Pleasant Plains,39.849767,-89.838361
7079,Illinois,Plymouth,40.288493,-90.873815
7080,Illinois,Pocahontas,38.78456,-89.524684
7081,Illinois,Polo,41.98895,-89.598358
7082,Illinois,Pomona,37.641081,-89.336308
7083,Illinois,Pontiac,40.876404,-88.632775
7084,Illinois,Poplar Grove,42.359365,-88.842774
7085,Illinois,Port Byron,41.601346,-90.326291
7086,Illinois,Posen,41.62766,-87.687213
7087,Illinois,Potomac,40.309,-87.823192
7088,Illinois,Prairie City,40.617952,-90.472748
7089,Illinois,Prairie Du Rocher,38.085468,-90.090147
7090,Illinois,Preemption,41.312778,-90.584444
7091,Illinois,Princeton,41.362934,-89.427017
7092,Illinois,Princeville,40.909277,-89.772285
7093,Illinois,Prophetstown,41.631223,-89.946665
7094,Illinois,Prospect Heights,42.103324,-87.914934
7095,Illinois,Pulaski,37.214575,-89.196801
7096,Illinois,Putnam,41.19486,-89.440901
7097,Illinois,Quincy,39.930701,-91.376284
7098,Illinois,Radom,38.281944,-89.192222
7099,Illinois,Raleigh,37.825597,-88.532368
7100,Illinois,Ramsey,39.078123,-89.105147
7101,Illinois,Rankin,40.455911,-87.888355
7102,Illinois,Ransom,41.153048,-88.650214
7103,Illinois,Rantoul,40.310742,-88.146179
7104,Illinois,Rapids City,41.581667,-90.343333
7105,Illinois,Raritan,40.687808,-90.831891
7106,Illinois,Raymond,39.310551,-89.585135
7107,Illinois,Red Bud,38.190738,-89.988356
7108,Illinois,Reddick,41.10053,-88.208928
7109,Illinois,Redmon,39.645278,-87.861667
7110,Illinois,Renault,38.170396,-90.095043
7111,Illinois,Reynolds,41.327675,-90.638367
7112,Illinois,Richmond,42.466863,-88.290024
7113,Illinois,Richton Park,41.481854,-87.723834
7114,Illinois,Richview,38.408227,-89.175572
7115,Illinois,Ridge Farm,39.915455,-87.634578
7116,Illinois,Ridgway,37.804242,-88.261202
7117,Illinois,Ridott,42.299607,-89.462664
7118,Illinois,Rinard,38.580596,-88.464094
7119,Illinois,Ringwood,42.380427,-88.297073
7120,Illinois,Rio,41.110319,-90.389978
7121,Illinois,River Forest,41.895064,-87.8159
7122,Illinois,River Grove,41.927886,-87.838707
7123,Illinois,Riverdale,41.6503,-87.6319
7124,Illinois,Riverside,41.837367,-87.821356
7125,Illinois,Riverton,39.855239,-89.541908
7126,Illinois,Roanoke,40.795601,-89.209334
7127,Illinois,Robbins,41.642289,-87.708909
7128,Illinois,Roberts,40.619333,-88.180414
7129,Illinois,Robinson,39.007034,-87.748352
7130,Illinois,Rochelle,41.928156,-89.071035
7131,Illinois,Rochester,39.759047,-89.547208
7132,Illinois,Rock City,42.410345,-89.475901
7133,Illinois,Rock Falls,41.766525,-89.692473
7134,Illinois,Rock Island,41.491317,-90.564796
7135,Illinois,Rockbridge,39.283146,-90.255818
7136,Illinois,Rockford,42.292233,-89.116118
7137,Illinois,Rockport,39.532846,-90.972178
7138,Illinois,Rockton,42.454371,-89.088744
7139,Illinois,Rockwood,37.832201,-89.621445
7140,Illinois,Rolling Meadows,42.072979,-88.019075
7141,Illinois,Rome,40.883056,-89.5025
7142,Illinois,Romeoville,41.6475,-88.089444
7143,Illinois,Roodhouse,39.484646,-90.349814
7144,Illinois,Rosamond,39.389229,-89.1846
7145,Illinois,Roscoe,42.421659,-88.99433
7146,Illinois,Roselle,41.979834,-88.085699
7147,Illinois,Roseville,40.723821,-90.65145
7148,Illinois,Rosiclare,37.423987,-88.346189
7149,Illinois,Rossville,40.362548,-87.669181
7150,Illinois,Round Lake,42.366809,-88.088819
7151,Illinois,Roxana,38.848154,-90.07978
7152,Illinois,Royal,40.192778,-87.972778
7153,Illinois,Royalton,37.879033,-89.114149
7154,Illinois,Rushville,40.124189,-90.560883
7155,Illinois,Russell,42.490556,-87.9125
7156,Illinois,Rutland,40.984407,-89.038829
7157,Illinois,Sadorus,39.961312,-88.344717
7158,Illinois,Sailor Springs,38.763889,-88.363056
7159,Illinois,Saint Anne,41.048725,-87.656363
7160,Illinois,Saint Augustine,40.7289,-90.379781
7161,Illinois,Saint Charles,41.919417,-88.307022
7162,Illinois,Saint David,40.522571,-90.043739
7163,Illinois,Saint Elmo,39.031544,-88.855181
7164,Illinois,Saint Francisville,38.612494,-87.673628
7165,Illinois,Saint Jacob,38.72448,-89.669616
7166,Illinois,Saint Joseph,40.120736,-88.047232
7167,Illinois,Saint Libory,38.3625,-89.709722
7168,Illinois,Saint Peter,38.869684,-88.855998
7169,Illinois,Sainte Marie,38.932222,-88.023333
7170,Illinois,Salem,38.626421,-88.948077
7171,Illinois,San Jose,40.294466,-89.625029
7172,Illinois,Sandoval,38.613113,-89.11401
7173,Illinois,Sandwich,41.635286,-88.639303
7174,Illinois,Saunemin,40.888516,-88.40936
7175,Illinois,Savanna,42.095581,-90.140061
7176,Illinois,Savoy,40.065373,-88.252837
7177,Illinois,Sawyerville,39.078333,-89.807222
7178,Illinois,Saybrook,40.432005,-88.524656
7179,Illinois,Scales Mound,42.471548,-90.258033
7180,Illinois,Schaumburg,42.0333,-88.0833
7181,Illinois,Scheller,38.173095,-89.092691
7182,Illinois,Schiller Park,41.956304,-87.869179
7183,Illinois,Sciota,40.567361,-90.707999
7184,Illinois,Scott Air Force Base,38.54692,-89.858775
7185,Illinois,Scottville,39.478167,-90.096921
7186,Illinois,Seaton,41.073222,-90.825654
7187,Illinois,Seatonville,41.364722,-89.276389
7188,Illinois,Secor,40.722402,-89.127065
